rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
4.07,4562,0.588784,67,215300,2.34,308412,14602,0.26285427808761597,0.001
3.12,4567,0.5884666666666667,67,215400,2.38,308650,14662,0.17400102317333221,0.001
4.95,4571,0.588112,67,215500,2.66,308916,14728,0.20744925737380981,0.001
2.31,4575,0.5878373333333333,67,215600,2.06,309122,14780,0.13996802270412445,0.001
2.78,4579,0.5875346666666665,67,215700,2.27,309349,14837,0.3122679591178894,0.001
2.52,4584,0.5872346666666668,67,215800,2.25,309574,14893,0.17597264051437378,0.001
2.42,4588,0.586948,67,215900,2.15,309789,14947,0.2814946174621582,0.001
3.66,4592,0.5866346666666666,67,216000,2.35,310024,15005,0.37072765827178955,0.001
3.44,4597,0.5863146666666665,67,216100,2.4,310264,15065,0.2647991180419922,0.001
3.19,4601,0.5859786666666666,67,216200,2.52,310516,15128,0.3353504538536072,0.001
3.1,4606,0.5856813333333333,67,216300,2.23,310739,15184,0.27502554655075073,0.001
2.53,4610,0.5853893333333333,67,216400,2.19,310958,15239,0.29368966817855835,0.001
3.11,4614,0.5850599999999999,67,216500,2.47,311205,15301,0.5843437910079956,0.001
2.62,4619,0.5847653333333334,67,216600,2.21,311426,15356,0.23189599812030792,0.001
3.61,4623,0.5844426666666667,67,216700,2.42,311668,15416,0.21641132235527039,0.001
2.26,4627,0.5841613333333333,67,216800,2.11,311879,15469,0.20099063217639923,0.001
3.84,4632,0.5838399999999999,67,216900,2.41,312120,15529,0.30837899446487427,0.001
2.67,4636,0.5835506666666666,67,217000,2.17,312337,15584,0.37628158926963806,0.001
2.21,4640,0.5832626666666667,67,217100,2.16,312553,15638,0.1256144642829895,0.001
3.32,4645,0.582948,67,217200,2.36,312789,15697,0.48606395721435547,0.001
2.49,4649,0.5826626666666668,67,217300,2.14,313003,15750,0.5110642313957214,0.001
3.91,4654,0.5823173333333334,67,217400,2.59,313262,15815,0.2278672754764557,0.001
2.1,4658,0.5820453333333333,67,217500,2.04,313466,15866,0.3100568652153015,0.001
2.03,4662,0.5817746666666666,67,217600,2.03,313669,15917,0.36807119846343994,0.001
4.78,4667,0.5814226666666666,67,217700,2.64,313933,15983,0.6677085757255554,0.001
2.56,4672,0.5811200000000001,67,217800,2.27,314160,16039,0.20572690665721893,0.001
2.14,4676,0.5808373333333332,67,217900,2.12,314372,16092,0.22782398760318756,0.001
2.69,4681,0.5805306666666668,67,218000,2.3,314602,16150,0.2401072084903717,0.001
2.3,4685,0.5802493333333334,67,218100,2.11,314813,16203,0.09393753856420517,0.001
3.08,4689,0.5799253333333334,67,218200,2.43,315056,16263,0.1732175499200821,0.001
2.86,4694,0.5796253333333334,67,218300,2.25,315281,16320,0.19133533537387848,0.001
2.74,4698,0.5793186666666665,67,218400,2.3,315511,16377,0.2763652503490448,0.001
3.3,4703,0.5789960000000001,67,218500,2.42,315753,16438,0.39626145362854004,0.001
3.97,4707,0.57864,67,218600,2.67,316020,16504,0.5030122399330139,0.001
2.7,4712,0.5783306666666665,67,218700,2.32,316252,16562,0.4808140695095062,0.001
2.25,4716,0.578044,67,218800,2.15,316467,16616,0.5577735304832458,0.001
2.62,4720,0.5777320000000001,67,218900,2.34,316701,16675,0.2682590186595917,0.001
2.81,4725,0.5774266666666668,67,219000,2.29,316930,16732,0.8795503377914429,0.001
3.57,4730,0.5770919999999999,67,219100,2.51,317181,16795,0.29652583599090576,0.001
3.21,4734,0.5767906666666667,67,219200,2.26,317407,16851,0.07762973010540009,0.001
3.25,4738,0.5764746666666667,67,219300,2.37,317644,16910,0.5148066282272339,0.001
3.29,4743,0.5761653333333334,67,219400,2.32,317876,16968,0.25890493392944336,0.001
3.32,4747,0.5758493333333332,67,219500,2.37,318113,17028,0.47930780053138733,0.001
2.36,4751,0.5755866666666667,66,219600,1.97,318310,17077,0.1790676862001419,0.001
2.27,4755,0.575312,66,219700,2.06,318516,17128,0.17241698503494263,0.001
3.3,4760,0.5749893333333334,66,219800,2.42,318758,17189,0.2442983090877533,0.001
1.92,4764,0.5747213333333332,66,219900,2.01,318959,17239,0.3559988737106323,0.001
2.0,4768,0.5744413333333334,66,220000,2.1,319169,17292,0.2849307060241699,0.001
2.64,4773,0.5741466666666666,66,220100,2.21,319390,17347,0.2480292022228241,0.001
3.03,4777,0.5738373333333333,66,220200,2.32,319622,17405,0.10145881772041321,0.001
1.67,4781,0.5735680000000001,66,220300,2.02,319824,17455,0.1776454746723175,0.001
2.37,4785,0.5732746666666666,66,220400,2.2,320044,17510,0.6321120262145996,0.001
3.46,4790,0.5729653333333333,66,220500,2.32,320276,17568,0.4058740735054016,0.001
2.46,4794,0.57266,66,220600,2.29,320505,17626,0.3346298933029175,0.001
4.82,4799,0.572324,66,220700,2.52,320757,17689,0.35706499218940735,0.001
2.87,4804,0.5720053333333333,66,220800,2.39,320996,17748,0.19595658779144287,0.001
2.74,4809,0.5716973333333333,66,220900,2.31,321227,17806,0.4902845621109009,0.001
2.46,4814,0.5714106666666667,66,221000,2.15,321442,17860,0.25976961851119995,0.001
4.61,4820,0.5710600000000001,66,221100,2.63,321705,17926,0.1627998799085617,0.001
2.17,4824,0.570776,66,221200,2.13,321918,17979,0.25553521513938904,0.001
3.94,4829,0.5704213333333334,66,221300,2.66,322184,18045,0.17342215776443481,0.001
3.42,4834,0.5700959999999999,66,221400,2.44,322428,18106,0.5226752161979675,0.001
2.2,4838,0.5698306666666666,66,221500,1.99,322627,18156,0.17696070671081543,0.001
3.46,4842,0.5695053333333333,66,221600,2.44,322871,18217,0.4254150688648224,0.001
3.05,4847,0.5691853333333334,66,221700,2.4,323111,18277,0.36776161193847656,0.001
2.58,4852,0.5688893333333334,66,221800,2.22,323333,18333,0.3089306354522705,0.001
3.04,4856,0.5685866666666666,66,221900,2.27,323560,18389,0.15545710921287537,0.001
2.36,4861,0.5682946666666666,66,222000,2.19,323779,18444,0.29521098732948303,0.001
3.66,4866,0.5679466666666666,66,222100,2.61,324040,18509,0.5800118446350098,0.001
3.19,4871,0.5676253333333334,66,222200,2.41,324281,18570,0.3970673680305481,0.001
4.57,4876,0.5672693333333334,66,222300,2.67,324548,18636,0.4632417857646942,0.001
2.81,4880,0.566964,66,222400,2.29,324777,18694,0.6519167423248291,0.001
3.19,4885,0.5666426666666666,66,222500,2.41,325018,18754,0.5757302641868591,0.001
4.58,4890,0.5662933333333333,66,222600,2.62,325280,18819,0.3782758414745331,0.001
3.93,4894,0.5659653333333332,66,222700,2.46,325526,18881,0.366077184677124,0.001
2.29,4899,0.56568,66,222800,2.14,325740,18934,0.33672136068344116,0.001
3.0,4903,0.5653786666666667,66,222900,2.26,325966,18991,0.4982036352157593,0.001
2.41,4907,0.5650973333333333,66,223000,2.11,326177,19044,0.23220062255859375,0.001
3.41,4912,0.5647773333333332,66,223100,2.4,326417,19104,0.27543970942497253,0.001
3.53,4917,0.5644493333333334,66,223200,2.46,326663,19165,0.25798824429512024,0.001
3.62,4921,0.5641160000000001,66,223300,2.5,326913,19228,0.16165515780448914,0.001
3.13,4926,0.5637906666666668,66,223400,2.44,327157,19289,0.16305534541606903,0.001
3.56,4931,0.563464,66,223500,2.45,327402,19350,0.2739036977291107,0.001
2.53,4935,0.563164,66,223600,2.25,327627,19406,0.162449449300766,0.001
2.99,4940,0.5628613333333332,66,223700,2.27,327854,19463,0.581210732460022,0.001
4.37,4944,0.5625053333333334,66,223800,2.67,328121,19530,0.2664514482021332,0.001
3.86,4949,0.5621746666666667,66,223900,2.48,328369,19592,0.2903828024864197,0.001
2.9,4953,0.5618546666666666,66,224000,2.4,328609,19652,0.17237971723079681,0.001
3.2,4958,0.5615466666666666,66,224100,2.31,328840,19709,0.20008312165737152,0.001
3.59,4962,0.5612266666666668,66,224200,2.4,329080,19769,0.14857278764247894,0.001
3.02,4966,0.560916,66,224300,2.33,329313,19828,0.3287925124168396,0.001
3.4,4970,0.5606053333333334,66,224400,2.33,329546,19886,0.2932797074317932,0.001
3.6,4975,0.5602960000000001,66,224500,2.32,329778,19944,0.2797587513923645,0.001
2.83,4979,0.559984,66,224600,2.34,330012,20002,0.5630001425743103,0.001
2.12,4984,0.5596999999999999,66,224700,2.13,330225,20056,0.36491647362709045,0.001
2.17,4988,0.5594173333333332,66,224800,2.12,330437,20109,0.3457466959953308,0.001
3.44,4992,0.5590839999999999,66,224900,2.5,330687,20171,0.2546730041503906,0.001
5.14,4998,0.5587026666666666,66,225000,2.86,330973,20243,0.6714726686477661,0.001
3.66,5002,0.5583706666666668,66,225100,2.49,331222,20305,0.6236979961395264,0.001
2.78,5006,0.5580733333333332,66,225200,2.23,331445,20361,0.3325760066509247,0.001
3.11,5011,0.5577626666666666,66,225300,2.33,331678,20419,0.6333215832710266,0.001
2.73,5016,0.5574479999999999,66,225400,2.36,331914,20478,0.3906026780605316,0.001
4.56,5020,0.5571013333333332,66,225500,2.6,332174,20543,0.32827168703079224,0.001
2.85,5025,0.5567946666666668,66,225600,2.3,332404,20600,0.2812398076057434,0.001
4.56,5030,0.5564453333333335,66,225700,2.62,332666,20666,0.13143032789230347,0.001
3.66,5034,0.5561240000000001,66,225800,2.41,332907,20726,0.36553993821144104,0.001
4.14,5039,0.5557693333333333,66,225900,2.66,333173,20793,0.24831654131412506,0.001
3.26,5043,0.5554506666666668,66,226000,2.39,333412,20852,0.2766973078250885,0.001
4.43,5048,0.5550946666666667,66,226100,2.67,333679,20919,0.29408806562423706,0.001
4.83,5053,0.5547279999999999,66,226200,2.75,333954,20988,0.325087308883667,0.001
2.44,5057,0.5544466666666668,66,226300,2.11,334165,21041,0.15410922467708588,0.001
3.76,5062,0.5541,66,226400,2.6,334425,21106,0.443630188703537,0.001
4.71,5067,0.553736,66,226500,2.73,334698,21174,0.3376902639865875,0.001
3.31,5071,0.553436,66,226600,2.25,334923,21230,0.1755618005990982,0.001
3.58,5075,0.5531079999999999,66,226700,2.46,335169,21292,0.5086127519607544,0.001
4.36,5080,0.5527746666666666,66,226800,2.5,335419,21354,0.2816843092441559,0.001
3.22,5084,0.5524653333333334,66,226900,2.32,335651,21412,0.3853251338005066,0.001
2.61,5088,0.5521613333333333,66,227000,2.28,335879,21469,0.2533228397369385,0.001
3.48,5093,0.5518426666666667,65,227100,2.39,336118,21529,0.34527766704559326,0.001
2.27,5097,0.5515493333333334,65,227200,2.2,336338,21584,0.6651583313941956,0.001
3.3,5101,0.5512213333333333,65,227300,2.46,336584,21645,0.1307118982076645,0.001
3.82,5106,0.5508813333333333,65,227400,2.55,336839,21709,0.46316105127334595,0.001
3.16,5110,0.5505599999999999,65,227500,2.41,337080,21769,0.34776321053504944,0.001
3.29,5114,0.5502480000000001,65,227600,2.34,337314,21828,0.3876442611217499,0.001
2.68,5119,0.5499320000000001,65,227700,2.37,337551,21887,0.2150280475616455,0.001
4.35,5124,0.5495826666666668,65,227800,2.62,337813,21953,1.2114043235778809,0.001
3.37,5128,0.5492533333333334,65,227900,2.47,338060,22014,0.3138580024242401,0.001
3.71,5132,0.5489346666666668,65,228000,2.39,338299,22074,0.3991624414920807,0.001
3.24,5137,0.5486106666666668,65,228100,2.43,338542,22135,0.519248366355896,0.001
3.39,5141,0.5483053333333334,65,228200,2.29,338771,22192,0.5566822290420532,0.001
2.97,5146,0.547992,65,228300,2.35,339006,22251,0.6985191702842712,0.001
3.78,5150,0.5476746666666665,65,228400,2.38,339244,22310,0.1966303288936615,0.001
3.58,5155,0.5473413333333332,65,228500,2.5,339494,22373,0.6973044872283936,0.001
5.2,5160,0.546972,65,228600,2.77,339771,22442,0.25576847791671753,0.001
4.69,5165,0.5466066666666667,65,228700,2.74,340045,22511,1.039787769317627,0.001
3.24,5169,0.546284,65,228800,2.42,340287,22571,0.4219665229320526,0.001
2.38,5174,0.545984,65,228900,2.25,340512,22627,0.15505263209342957,0.001
3.65,5178,0.545676,65,229000,2.31,340743,22685,0.5340241193771362,0.001
5.06,5183,0.5453079999999999,65,229100,2.76,341019,22754,0.5839540362358093,0.001
3.16,5187,0.5450106666666668,65,229200,2.23,341242,22810,0.2766270041465759,0.001
3.65,5192,0.5446746666666666,65,229300,2.52,341494,22873,0.45129528641700745,0.001
3.2,5196,0.5443653333333334,65,229400,2.32,341726,22931,0.24925057590007782,0.001
2.07,5201,0.5440853333333333,65,229500,2.1,341936,22983,0.504948616027832,0.001
3.39,5205,0.5437560000000001,65,229600,2.47,342183,23045,0.5264648199081421,0.001
2.95,5210,0.5434493333333332,65,229700,2.3,342413,23103,0.5454490780830383,0.001
3.4,5214,0.5431333333333335,65,229800,2.37,342650,23162,0.2199457883834839,0.001
3.94,5219,0.542788,65,229900,2.59,342909,23227,0.28113532066345215,0.001
4.05,5223,0.5424453333333332,65,230000,2.57,343166,23291,0.3547133207321167,0.001
4.01,5228,0.5421186666666666,65,230100,2.45,343411,23352,1.140057921409607,0.001
2.67,5232,0.5418186666666667,65,230200,2.25,343636,23408,0.6048519015312195,0.001
3.83,5237,0.5414746666666668,65,230300,2.58,343894,23473,0.20483152568340302,0.001
4.19,5242,0.5411133333333333,65,230400,2.71,344165,23541,0.2047591358423233,0.001
4.52,5247,0.5407573333333333,65,230500,2.67,344432,23607,0.399702787399292,0.001
2.84,5251,0.5404413333333333,65,230600,2.37,344669,23667,0.3434425890445709,0.001
2.43,5256,0.5401400000000001,65,230700,2.26,344895,23723,0.44135409593582153,0.001
4.75,5260,0.539804,65,230800,2.52,345147,23786,0.19668135046958923,0.001
4.71,5265,0.5394479999999999,65,230900,2.67,345414,23853,0.3603273630142212,0.001
3.51,5269,0.5391346666666665,65,231000,2.35,345649,23912,0.3969618082046509,0.001
2.94,5273,0.5388186666666668,65,231100,2.37,345886,23971,0.3520835041999817,0.001
4.53,5278,0.5384706666666665,65,231200,2.61,346147,24036,0.27877721190452576,0.001
3.78,5283,0.5381346666666667,65,231300,2.52,346399,24099,0.5931995511054993,0.001
2.81,5288,0.5378240000000001,65,231400,2.33,346632,24157,0.33066868782043457,0.001
5.41,5294,0.5374373333333333,65,231500,2.9,346922,24230,0.3719063103199005,0.001
3.57,5299,0.5370866666666667,65,231600,2.63,347185,24296,0.4863029718399048,0.001
2.97,5304,0.5367746666666666,65,231700,2.34,347419,24354,0.6368309259414673,0.001
5.29,5309,0.5363893333333334,65,231800,2.89,347708,24426,0.5539022088050842,0.001
3.65,5313,0.5360400000000001,65,231900,2.62,347970,24492,0.4141358435153961,0.001
2.74,5318,0.5357373333333333,65,232000,2.27,348197,24549,0.8576691150665283,0.001
4.03,5323,0.5354093333333334,65,232100,2.46,348443,24610,0.5629717111587524,0.001
2.86,5327,0.5350946666666667,65,232200,2.36,348679,24669,0.41413480043411255,0.001
4.03,5332,0.53474,65,232300,2.66,348945,24736,0.7730206251144409,0.001
4.09,5337,0.5343960000000001,65,232400,2.58,349203,24800,0.7391144633293152,0.001
4.12,5341,0.5340453333333333,65,232500,2.63,349466,24866,0.48170217871665955,0.001
3.21,5346,0.5337253333333334,65,232600,2.4,349706,24926,0.5080769658088684,0.001
3.44,5351,0.5333893333333333,65,232700,2.52,349958,24989,0.37450823187828064,0.001
4.28,5355,0.5330493333333333,65,232800,2.55,350213,25053,0.18196681141853333,0.001
2.88,5360,0.5327226666666667,65,232900,2.45,350458,25114,0.1999666839838028,0.001
7.05,5365,0.5323373333333334,65,233000,2.89,350747,25186,0.16062752902507782,0.001
4.1,5370,0.531992,65,233100,2.59,351006,25251,0.7252913117408752,0.001
3.0,5374,0.5316719999999999,65,233200,2.4,351246,25311,0.8834736347198486,0.001
6.0,5379,0.531264,65,233300,3.06,351552,25387,0.41927826404571533,0.001
1.85,5383,0.5309973333333333,65,233400,2.0,351752,25437,0.5412705540657043,0.001
3.19,5388,0.5306679999999999,65,233500,2.47,351999,25499,0.21831628680229187,0.001
3.45,5393,0.5303373333333332,65,233600,2.48,352247,25561,0.7666744589805603,0.001
2.81,5397,0.5300253333333333,65,233700,2.34,352481,25620,0.5315091609954834,0.001
4.63,5402,0.5296719999999999,65,233800,2.65,352746,25686,0.41424182057380676,0.001
4.21,5407,0.5293106666666667,65,233900,2.71,353017,25754,0.6038206815719604,0.001
2.77,5411,0.5290053333333333,65,234000,2.29,353246,25811,0.36293256282806396,0.001
2.47,5417,0.528716,65,234100,2.17,353463,25865,0.32785820960998535,0.001
3.55,5422,0.5283786666666668,65,234200,2.53,353716,25928,0.3482685685157776,0.001
3.96,5426,0.5280373333333332,65,234300,2.56,353972,25992,0.28445279598236084,0.001
5.26,5431,0.5276626666666666,65,234400,2.81,354253,26063,0.6930491924285889,0.001
3.34,5436,0.5273333333333334,65,234500,2.47,354500,26124,0.4465000629425049,0.001
3.29,5441,0.5270146666666666,65,234600,2.39,354739,26184,0.4836196303367615,0.001
3.56,5446,0.5266826666666666,65,234700,2.49,354988,26246,0.37408557534217834,0.001
4.48,5451,0.5263093333333333,65,234800,2.8,355268,26316,0.4578040838241577,0.001
3.79,5456,0.5259746666666667,65,234900,2.51,355519,26379,0.4762994647026062,0.001
3.67,5461,0.525636,65,235000,2.54,355773,26443,0.4835047423839569,0.001
4.66,5466,0.5252706666666667,65,235100,2.74,356047,26511,0.20093581080436707,0.001
4.59,5470,0.5249053333333333,65,235200,2.74,356321,26580,0.2706582844257355,0.001
3.49,5475,0.524572,65,235300,2.5,356571,26642,0.5131850838661194,0.001
5.09,5480,0.5242266666666666,65,235400,2.59,356830,26707,0.28279805183410645,0.001
3.43,5485,0.5239106666666666,65,235500,2.37,357067,26766,0.5077343583106995,0.001
3.75,5489,0.5235719999999999,65,235600,2.54,357321,26830,0.2781634032726288,0.001
3.61,5494,0.5232399999999999,65,235700,2.49,357570,26892,0.3993222415447235,0.001
3.24,5498,0.5229346666666665,65,235800,2.29,357799,26949,0.21901534497737885,0.001
4.03,5503,0.5226,65,235900,2.51,358050,27012,0.7387450337409973,0.001
4.46,5507,0.5222453333333332,65,236000,2.66,358316,27078,0.5888193249702454,0.001
4.17,5512,0.5219106666666666,65,236100,2.51,358567,27141,0.5865721106529236,0.001
3.72,5517,0.5215733333333334,65,236200,2.53,358820,27204,0.5803253650665283,0.001
4.77,5521,0.5212240000000001,65,236300,2.62,359082,27270,0.6604570746421814,0.001
4.91,5526,0.5208746666666666,65,236400,2.62,359344,27335,0.36493125557899475,0.001
5.34,5531,0.5205013333333333,65,236500,2.8,359624,27405,0.4397318363189697,0.001
3.87,5536,0.52016,65,236600,2.56,359880,27469,0.710006833076477,0.001
3.3,5541,0.519828,64,236700,2.49,360129,27532,0.5770717859268188,0.001
4.23,5545,0.5194573333333334,64,236800,2.78,360407,27601,0.5597765445709229,0.001
2.54,5550,0.5191479999999999,64,236900,2.32,360639,27659,0.5132070183753967,0.001
3.47,5554,0.518832,64,237000,2.37,360876,27718,0.6370660066604614,0.001
4.85,5559,0.5184826666666666,64,237100,2.62,361138,27784,0.4555482268333435,0.001
3.57,5564,0.5181453333333335,64,237200,2.53,361391,27847,0.9015116691589355,0.001
3.87,5569,0.5177879999999999,64,237300,2.68,361659,27914,0.6705630421638489,0.001
3.41,5573,0.5174626666666666,64,237400,2.44,361903,27975,0.8573290109634399,0.001
5.2,5578,0.5170706666666667,64,237500,2.94,362197,28049,0.605858564376831,0.001
3.95,5583,0.516732,64,237600,2.54,362451,28112,0.24223512411117554,0.001
5.68,5588,0.5163519999999999,64,237700,2.85,362736,28183,0.6096519827842712,0.001
3.83,5592,0.5160119999999999,64,237800,2.55,362991,28247,0.2945396602153778,0.001
3.42,5597,0.5156853333333333,64,237900,2.45,363236,28308,0.45830419659614563,0.001
3.21,5601,0.5153813333333335,64,238000,2.28,363464,28365,0.542380690574646,0.001
4.22,5606,0.515036,64,238100,2.59,363723,28430,0.6470916271209717,0.001
5.96,5611,0.5146506666666666,64,238200,2.89,364012,28502,0.3663311302661896,0.001
3.05,5615,0.5143293333333334,64,238300,2.41,364253,28563,0.4068106710910797,0.001
2.66,5619,0.5140213333333334,64,238400,2.31,364484,28620,0.6001157164573669,0.001
4.6,5624,0.5136479999999999,64,238500,2.8,364764,28690,0.535531222820282,0.001
6.08,5629,0.51326,64,238600,2.91,365055,28763,0.48308122158050537,0.001
3.31,5633,0.5129319999999999,64,238700,2.46,365301,28825,0.17978006601333618,0.001
3.11,5638,0.5126053333333334,64,238800,2.45,365546,28886,0.8848492503166199,0.001
4.06,5643,0.512248,64,238900,2.68,365814,28953,0.7519464492797852,0.001
3.7,5647,0.5119333333333334,64,239000,2.36,366050,29012,0.7354862093925476,0.001
4.31,5651,0.5115893333333332,64,239100,2.58,366308,29076,0.4401595890522003,0.001
6.32,5657,0.5111706666666667,64,239200,3.14,366622,29155,0.621524453163147,0.001
4.92,5662,0.5107906666666666,64,239300,2.85,366907,29226,0.520133376121521,0.001
7.22,5667,0.5104,64,239400,2.93,367200,29299,0.741503119468689,0.001
3.63,5671,0.5100653333333334,64,239500,2.51,367451,29362,0.9786031246185303,0.001
6.26,5677,0.5096893333333332,64,239600,2.82,367733,29433,0.7251207828521729,0.001
4.21,5681,0.5093293333333333,64,239700,2.7,368003,29500,0.4526412785053253,0.001
4.59,5686,0.5089760000000001,64,239800,2.65,368268,29566,0.6471240520477295,0.001
2.5,5690,0.5086759999999999,64,239900,2.25,368493,29623,0.49409475922584534,0.001
3.64,5695,0.5083440000000001,64,240000,2.49,368742,29685,0.7237535119056702,0.001
4.45,5700,0.5080013333333333,64,240100,2.57,368999,29749,0.679194450378418,0.001
3.57,5705,0.50766,64,240200,2.56,369255,29813,0.684095025062561,0.001
5.09,5710,0.507288,64,240300,2.79,369534,29883,0.5044178366661072,0.001
4.34,5715,0.506936,64,240400,2.64,369798,29949,0.3883979320526123,0.001
3.06,5719,0.5066093333333335,64,240500,2.45,370043,30010,0.30555135011672974,0.001
3.13,5724,0.5062933333333333,64,240600,2.37,370280,30069,0.593909740447998,0.001
4.96,5729,0.5059413333333334,64,240700,2.64,370544,30135,0.40630388259887695,0.001
4.29,5733,0.5056080000000001,64,240800,2.5,370794,30198,0.6044390201568604,0.001
3.33,5738,0.5052813333333335,64,240900,2.45,371039,30259,0.6657314896583557,0.001
3.57,5742,0.5049546666666667,64,241000,2.45,371284,30320,0.4524227976799011,0.001
4.22,5747,0.5046106666666668,64,241100,2.58,371542,30385,0.49117016792297363,0.001
5.12,5752,0.5042226666666667,64,241200,2.91,371833,30458,0.6134172081947327,0.001
3.67,5757,0.5038866666666666,64,241300,2.52,372085,30521,0.3179764151573181,0.001
3.79,5763,0.5035386666666666,64,241400,2.61,372346,30586,0.44582340121269226,0.001
5.04,5768,0.5031666666666665,64,241500,2.79,372625,30656,0.39544904232025146,0.001
4.75,5773,0.5028306666666666,64,241600,2.52,372877,30719,0.47892501950263977,0.001
4.15,5778,0.5024813333333333,64,241700,2.62,373139,30784,0.8920522928237915,0.001
3.6,5783,0.5021439999999999,64,241800,2.53,373392,30847,0.30438295006752014,0.001
3.87,5788,0.5017973333333332,64,241900,2.6,373652,30912,0.3033151626586914,0.001
5.27,5793,0.501412,64,242000,2.89,373941,30985,0.7181934118270874,0.001
3.34,5797,0.5010760000000001,64,242100,2.52,374193,31048,0.4051297903060913,0.001
3.79,5802,0.5007386666666667,64,242200,2.53,374446,31111,0.6932174563407898,0.001
5.71,5807,0.5003600000000001,64,242300,2.84,374730,31182,0.5681706666946411,0.001
3.47,5812,0.5000333333333333,64,242400,2.45,374975,31243,0.23624740540981293,0.001
5.74,5817,0.49963999999999986,64,242500,2.95,375270,31317,0.5208640098571777,0.001
4.32,5822,0.49930399999999997,64,242600,2.52,375522,31380,0.2908035218715668,0.001
4.31,5826,0.49895599999999996,64,242700,2.61,375783,31445,0.31023871898651123,0.001
4.81,5832,0.4985786666666665,64,242800,2.83,376066,31516,0.2895027995109558,0.001
6.46,5837,0.49814933333333333,64,242900,3.22,376388,31596,0.4344417452812195,0.001
5.11,5842,0.4977586666666667,64,243000,2.93,376681,31670,0.5213913321495056,0.001
4.88,5847,0.4974253333333334,64,243100,2.5,376931,31732,0.2173677384853363,0.001
5.01,5852,0.49706133333333336,64,243200,2.73,377204,31800,0.8138049244880676,0.001
4.96,5857,0.4966773333333334,64,243300,2.88,377492,31872,0.6179379224777222,0.001
3.97,5862,0.496324,64,243400,2.65,377757,31939,0.8306439518928528,0.001
5.05,5867,0.49594666666666676,64,243500,2.83,378040,32009,0.884800374507904,0.001
2.92,5871,0.49563599999999997,64,243600,2.33,378273,32068,0.3216239809989929,0.001
5.65,5877,0.4952413333333334,64,243700,2.96,378569,32142,1.023246169090271,0.001
4.14,5881,0.4948906666666666,64,243800,2.63,378832,32207,0.5572241544723511,0.001
7.07,5887,0.49448000000000003,64,243900,3.08,379140,32284,0.5233325362205505,0.001
4.43,5891,0.494124,64,244000,2.67,379407,32351,0.6317111253738403,0.001
4.35,5896,0.4937666666666667,64,244100,2.68,379675,32418,0.8034471273422241,0.001
3.44,5901,0.49343199999999987,64,244200,2.51,379926,32481,0.4274725317955017,0.001
3.95,5906,0.49307199999999995,64,244300,2.7,380196,32548,0.28275066614151,0.001
3.77,5910,0.49272533333333346,64,244400,2.6,380456,32613,0.5865703225135803,0.001
6.08,5915,0.4923146666666667,64,244500,3.08,380764,32690,0.3312201201915741,0.001
4.26,5920,0.49195333333333346,64,244600,2.71,381035,32758,0.2768551707267761,0.001
4.88,5925,0.4916053333333332,64,244700,2.61,381296,32823,0.7325170636177063,0.001
4.32,5930,0.4912466666666666,64,244800,2.69,381565,32891,0.4931056499481201,0.001
3.57,5935,0.490904,64,244900,2.57,381822,32955,0.2808283269405365,0.001
4.31,5939,0.490548,64,245000,2.67,382089,33022,0.4501926302909851,0.001
4.69,5944,0.4901933333333335,64,245100,2.66,382355,33088,0.458266019821167,0.001
4.66,5949,0.4897973333333332,64,245200,2.97,382652,33162,0.42912909388542175,0.001
5.11,5954,0.48940399999999995,64,245300,2.95,382947,33236,0.3791675269603729,0.001
4.21,5959,0.48905333333333334,64,245400,2.63,383210,33302,0.3900696337223053,0.001
5.58,5964,0.4886680000000001,64,245500,2.89,383499,33374,0.38202065229415894,0.001
4.49,5969,0.48829866666666666,64,245600,2.77,383776,33443,2.2928290367126465,0.001
4.08,5974,0.4879720000000001,64,245700,2.45,384021,33505,0.47840455174446106,0.001
4.6,5978,0.48761733333333335,64,245800,2.66,384287,33571,0.6141573786735535,0.001
3.69,5983,0.48728933333333346,64,245900,2.46,384533,33633,0.6011003255844116,0.001
6.6,5988,0.4868866666666667,64,246000,3.02,384835,33708,0.40483933687210083,0.001
3.38,5993,0.4865733333333333,64,246100,2.35,385070,33767,0.5391401052474976,0.001
2.4,5997,0.48627733333333323,64,246200,2.22,385292,33822,0.33809760212898254,0.001
2.65,6002,0.48597333333333337,64,246300,2.28,385520,33879,0.8100137114524841,0.001
5.2,6008,0.48560533333333344,64,246400,2.76,385796,33948,0.5856125354766846,0.001
4.8,6013,0.48525600000000013,64,246500,2.62,386058,34014,0.39990460872650146,0.001
3.75,6018,0.4849239999999999,64,246600,2.49,386307,34076,1.1430208683013916,0.001
6.0,6023,0.48451466666666665,64,246700,3.07,386614,34153,0.4375263452529907,0.001
3.01,6027,0.48419199999999996,64,246800,2.42,386856,34213,1.058935284614563,0.001
3.44,6032,0.48386799999999996,64,246900,2.43,387099,34274,0.5492761731147766,0.001
5.78,6037,0.4834533333333333,64,247000,3.11,387410,34352,0.7222563624382019,0.001
4.85,6042,0.48308133333333325,64,247100,2.79,387689,34422,0.16418786346912384,0.001
5.2,6047,0.48272000000000004,64,247200,2.71,387960,34489,0.6342957615852356,0.001
6.63,6052,0.48230933333333326,64,247300,3.08,388268,34566,0.5157392024993896,0.001
