rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
0.53,1805,0.8224706666666666,73,99700,1.42,133147,,,
0.36,1807,0.8222986666666667,73,99800,1.29,133276,,,
0.38,1808,0.822128,73,99900,1.28,133404,,,
0.31,1810,0.8219586666666667,73,100000,1.27,133531,,,
0.56,1812,0.8217733333333332,73,100100,1.39,133670,,,
0.47,1814,0.8215893333333333,73,100200,1.38,133808,,,
0.36,1815,0.8214186666666667,73,100300,1.28,133936,,,
0.31,1817,0.8212493333333333,73,100400,1.27,134063,,,
0.46,1819,0.8210706666666667,73,100500,1.34,134197,,,
0.43,1821,0.8208933333333333,73,100600,1.33,134330,,,
0.32,1823,0.8207253333333333,73,100700,1.26,134456,,,
0.32,1825,0.8205586666666667,73,100800,1.25,134581,,,
0.39,1827,0.8203826666666667,73,100900,1.32,134713,,,
0.35,1828,0.8202093333333333,73,101000,1.3,134843,,,
0.47,1830,0.8200266666666667,73,101100,1.37,134980,,,
0.31,1832,0.8198613333333333,73,101200,1.24,135104,,,
0.3,1834,0.8196920000000001,73,101300,1.27,135231,,,
0.45,1836,0.8195186666666667,73,101400,1.3,135361,,,
0.36,1838,0.8193466666666667,73,101500,1.29,135490,,,
0.33,1840,0.8191813333333333,73,101600,1.24,135614,,,
0.32,1841,0.8190120000000001,73,101700,1.27,135741,,,
0.37,1843,0.8188373333333334,73,101800,1.31,135872,,,
0.51,1845,0.818648,73,101900,1.42,136014,,,
0.46,1847,0.8184706666666668,73,102000,1.33,136147,,,
0.47,1849,0.8182906666666667,73,102100,1.35,136282,,,
0.31,1851,0.8181226666666666,73,102200,1.26,136408,,,
0.38,1852,0.8179573333333334,73,102300,1.24,136532,,,
0.45,1854,0.8177786666666667,73,102400,1.34,136666,,,
0.83,1856,0.8175786666666667,73,102500,1.5,136816,,,
0.37,1858,0.8174053333333333,73,102600,1.3,136946,,,
0.4,1860,0.8172280000000001,73,102700,1.33,137079,,,
0.3,1861,0.8170586666666666,73,102800,1.27,137206,,,
0.39,1863,0.8168880000000001,73,102900,1.28,137334,,,
0.38,1865,0.8167186666666666,73,103000,1.27,137461,,,
0.52,1866,0.8165359999999999,73,103100,1.37,137598,,,
0.33,1868,0.8163626666666666,73,103200,1.3,137728,,,
0.39,1870,0.8161893333333334,73,103300,1.3,137858,,,
0.22,1872,0.8160293333333333,73,103400,1.2,137978,,,
0.4,1874,0.8158559999999999,73,103500,1.3,138108,,,
0.29,1876,0.8156906666666668,73,103600,1.24,138232,,,
0.34,1877,0.8155226666666666,73,103700,1.26,138358,,,
0.33,1879,0.8153533333333334,73,103800,1.27,138485,,,
0.38,1881,0.81518,73,103900,1.3,138615,,,
0.42,1883,0.8150066666666667,73,104000,1.3,138745,,,
0.27,1885,0.8148413333333333,73,104100,1.24,138869,,,
0.61,1886,0.8146586666666666,73,104200,1.37,139006,,,
0.47,1888,0.8144773333333333,73,104300,1.36,139142,,,
0.51,1890,0.8142933333333333,73,104400,1.38,139280,,,
0.32,1892,0.8141253333333334,73,104500,1.26,139406,,,
0.28,1893,0.81396,73,104600,1.24,139530,,,
0.5,1895,0.8137840000000001,73,104700,1.32,139662,,,
0.48,1897,0.8136013333333334,73,104800,1.37,139799,,,
0.34,1899,0.8134346666666668,73,104900,1.25,139924,,,
0.41,1901,0.8132573333333333,73,105000,1.33,140057,,,
0.24,1903,0.8130973333333333,73,105100,1.2,140177,,,
0.35,1904,0.8129253333333333,73,105200,1.29,140306,,,
0.37,1906,0.8127573333333333,73,105300,1.26,140432,,,
0.4,1908,0.8125800000000001,73,105400,1.33,140565,,,
0.28,1910,0.8124173333333333,73,105500,1.22,140687,,,
0.49,1912,0.8122373333333333,73,105600,1.35,140822,,,
0.46,1914,0.8120573333333334,73,105700,1.35,140957,,,
0.59,1915,0.811868,73,105800,1.42,141099,,,
0.54,1917,0.8116840000000001,73,105900,1.38,141237,,,
0.46,1919,0.811504,73,106000,1.35,141372,,,
0.67,1921,0.8113146666666666,73,106100,1.42,141514,,,
0.59,1923,0.811132,73,106200,1.37,141651,,,
0.37,1925,0.8109546666666667,73,106300,1.33,141784,,,
0.4,1926,0.8107800000000001,73,106400,1.31,141915,,,
0.62,1928,0.810592,73,106500,1.41,142056,,,
0.34,1930,0.8104226666666667,73,106600,1.27,142183,,,
0.4,1932,0.810244,73,106700,1.34,142317,,,
0.33,1934,0.8100733333333334,73,106800,1.28,142445,,,
0.44,1935,0.8098906666666668,73,106900,1.37,142582,,,
0.37,1937,0.8097213333333333,73,107000,1.27,142709,,,
0.58,1939,0.809536,73,107100,1.39,142848,,,
0.47,1941,0.8093586666666668,73,107200,1.33,142981,,,
0.58,1943,0.8091666666666666,73,107300,1.44,143125,,,
0.27,1945,0.8090026666666668,73,107400,1.23,143248,,,
0.49,1947,0.8088186666666666,73,107500,1.38,143386,,,
0.47,1948,0.8086373333333334,73,107600,1.36,143522,,,
0.44,1950,0.8084613333333333,73,107700,1.32,143654,,,
0.43,1952,0.808284,73,107800,1.33,143787,,,
0.41,1954,0.8081066666666668,73,107900,1.33,143920,,,
0.25,1955,0.807944,73,108000,1.22,144042,,,
0.48,1957,0.8077626666666666,73,108100,1.36,144178,,,
0.48,1959,0.8075853333333334,73,108200,1.33,144311,,,
0.47,1961,0.8073986666666666,73,108300,1.4,144451,,,
0.4,1963,0.8072226666666666,73,108400,1.32,144583,,,
0.46,1965,0.8070453333333334,73,108500,1.33,144716,,,
0.55,1966,0.806856,73,108600,1.42,144858,,,
0.39,1968,0.8066826666666667,73,108700,1.3,144988,,,
0.38,1970,0.8065120000000001,73,108800,1.28,145116,,,
0.37,1972,0.8063386666666668,73,108900,1.3,145246,,,
0.65,1974,0.8061506666666667,73,109000,1.41,145387,,,
0.44,1976,0.805968,73,109100,1.37,145524,,,
0.51,1977,0.8057853333333334,73,109200,1.37,145661,,,
0.43,1979,0.8056066666666666,73,109300,1.34,145795,,,
0.56,1981,0.8054266666666667,73,109400,1.35,145930,,,
0.42,1983,0.8052506666666668,73,109500,1.32,146062,,,
0.26,1985,0.8050853333333334,73,109600,1.24,146186,,,
0.41,1987,0.8049053333333334,73,109700,1.35,146321,,,
0.4,1988,0.8047293333333334,73,109800,1.32,146453,,,
0.19,1990,0.8045706666666668,73,109900,1.19,146572,,,
0.46,1992,0.804392,73,110000,1.34,146706,,,
0.57,1994,0.8042093333333333,73,110100,1.37,146843,,,
0.45,1996,0.8040293333333333,73,110200,1.35,146978,,,
0.34,1998,0.8038573333333334,73,110300,1.29,147107,,,
0.39,1999,0.80368,73,110400,1.33,147240,,,
0.43,2001,0.803504,73,110500,1.32,147372,,,
0.33,2003,0.8033346666666668,73,110600,1.27,147499,,,
0.4,2005,0.8031613333333334,73,110700,1.3,147629,,,
0.4,2007,0.8029866666666667,73,110800,1.31,147760,,,
0.53,2008,0.8027960000000001,73,110900,1.43,147903,,,
0.31,2010,0.8026333333333333,73,111000,1.22,148025,,,
0.55,2012,0.8024439999999999,73,111100,1.42,148167,,,
0.51,2014,0.8022626666666666,73,111200,1.36,148303,,,
0.32,2016,0.8020933333333333,73,111300,1.27,148430,,,
0.46,2017,0.8019160000000001,73,111400,1.33,148563,,,
0.56,2019,0.8017306666666666,73,111500,1.39,148702,,,
0.34,2021,0.8015613333333333,73,111600,1.27,148829,,,
0.4,2023,0.8013826666666666,73,111700,1.34,148963,,,
0.58,2025,0.8011946666666667,73,111800,1.41,149104,,,
0.41,2027,0.801016,73,111900,1.34,149238,,,
0.26,2029,0.8008546666666667,73,112000,1.21,149359,,,
0.45,2030,0.8006800000000001,73,112100,1.31,149490,,,
0.65,2032,0.8004893333333334,73,112200,1.43,149633,,,
0.55,2034,0.8003093333333333,73,112300,1.35,149768,,,
0.37,2036,0.8001400000000001,73,112400,1.27,149895,,,
0.5,2038,0.7999626666666666,73,112500,1.33,150028,,,
0.44,2039,0.7997786666666666,73,112600,1.38,150166,,,
0.54,2041,0.7995920000000001,73,112700,1.4,150306,,,
0.48,2043,0.7994133333333333,73,112800,1.34,150440,,,
0.28,2045,0.7992493333333333,73,112900,1.23,150563,,,
0.53,2047,0.7990653333333333,73,113000,1.38,150701,,,
0.53,2049,0.7988759999999999,73,113100,1.42,150843,,,
0.61,2050,0.7986826666666667,73,113200,1.45,150988,,,
0.47,2052,0.7985026666666666,73,113300,1.35,151123,,,
0.59,2054,0.7983146666666667,73,113400,1.41,151264,,,
0.55,2056,0.798128,73,113500,1.4,151404,,,
0.33,2058,0.7979560000000001,73,113600,1.29,151533,,,
0.75,2059,0.7977653333333334,73,113700,1.43,151676,,,
0.49,2061,0.7975826666666666,73,113800,1.37,151813,,,
0.43,2063,0.797404,73,113900,1.34,151947,,,
0.51,2065,0.7972306666666666,73,114000,1.3,152077,,,
0.49,2066,0.7970533333333334,73,114100,1.33,152210,,,
0.55,2068,0.7968666666666666,73,114200,1.4,152350,,,
0.56,2070,0.7966893333333334,73,114300,1.33,152483,,,
0.45,2072,0.796508,73,114400,1.36,152619,,,
0.39,2074,0.7963306666666667,73,114500,1.33,152752,,,
0.51,2076,0.7961413333333334,73,114600,1.42,152894,,,
0.43,2078,0.7959626666666666,73,114700,1.34,153028,,,
0.39,2080,0.7957866666666666,73,114800,1.32,153160,,,
0.55,2081,0.7956000000000001,73,114900,1.4,153300,,,
0.3,2083,0.795436,73,115000,1.23,153423,,,
0.51,2085,0.7952546666666667,73,115100,1.36,153559,,,
0.38,2087,0.7950813333333333,73,115200,1.3,153689,,,
0.38,2089,0.7949053333333334,73,115300,1.32,153821,,,
0.29,2091,0.7947413333333333,73,115400,1.23,153944,,,
0.3,2092,0.794576,73,115500,1.24,154068,,,
0.66,2094,0.794384,73,115600,1.44,154212,,,
0.42,2096,0.794208,73,115700,1.32,154344,,,
0.35,2098,0.7940346666666667,73,115800,1.3,154474,,,
0.83,2100,0.7938333333333334,73,115900,1.51,154625,,,
0.44,2102,0.7936533333333333,73,116000,1.35,154760,,,
0.53,2104,0.7934680000000001,73,116100,1.39,154899,,,
0.46,2105,0.7932893333333333,73,116200,1.34,155033,,,
0.4,2107,0.7931146666666666,73,116300,1.31,155164,,,
0.5,2109,0.7929426666666666,73,116400,1.29,155293,,,
0.34,2111,0.7927746666666666,73,116500,1.26,155419,,,
0.46,2113,0.7925933333333333,73,116600,1.36,155555,,,
0.51,2115,0.7924066666666667,73,116700,1.4,155695,,,
0.5,2116,0.7922226666666667,73,116800,1.38,155833,,,
0.65,2118,0.7920333333333334,73,116900,1.42,155975,,,
0.39,2120,0.79186,73,117000,1.3,156105,,,
0.53,2122,0.7916813333333332,73,117100,1.34,156239,,,
0.37,2124,0.7915066666666666,73,117200,1.31,156370,,,
0.57,2126,0.7913173333333334,73,117300,1.42,156512,,,
0.61,2127,0.7911360000000001,73,117400,1.36,156648,,,
0.62,2129,0.7909519999999999,73,117500,1.38,156786,,,
0.35,2131,0.79078,73,117600,1.29,156915,,,
0.37,2133,0.790608,73,117700,1.29,157044,,,
0.45,2135,0.7904279999999999,73,117800,1.35,157179,,,
0.37,2136,0.7902573333333334,73,117900,1.28,157307,,,
0.48,2138,0.7900773333333333,73,118000,1.35,157442,,,
0.37,2140,0.7899026666666666,73,118100,1.31,157573,,,
0.46,2142,0.7897186666666667,73,118200,1.38,157711,,,
0.38,2144,0.7895453333333333,73,118300,1.3,157841,,,
0.48,2146,0.7893600000000001,73,118400,1.39,157980,,,
0.66,2147,0.7891600000000001,73,118500,1.5,158130,,,
0.49,2149,0.7889773333333334,73,118600,1.37,158267,,,
0.35,2151,0.788808,73,118700,1.27,158394,,,
0.3,2153,0.7886413333333333,73,118800,1.25,158519,,,
0.63,2155,0.7884493333333333,73,118900,1.44,158663,,,
0.29,2157,0.788284,73,119000,1.24,158787,,,
0.69,2158,0.7880853333333333,73,119100,1.49,158936,,,
0.27,2160,0.7879226666666668,73,119200,1.22,159058,,,
0.3,2162,0.7877546666666666,73,119300,1.26,159184,,,
0.54,2164,0.7875733333333332,73,119400,1.36,159320,,,
0.55,2166,0.7873866666666667,73,119500,1.4,159460,,,
0.57,2167,0.7872013333333334,73,119600,1.39,159599,,,
0.49,2170,0.7870186666666668,73,119700,1.37,159736,,,
0.77,2171,0.7868253333333333,73,119800,1.45,159881,,,
0.36,2173,0.7866546666666667,73,119900,1.28,160009,,,
0.6,2175,0.7864693333333332,73,120000,1.39,160148,,,
0.47,2177,0.7862879999999999,73,120100,1.36,160284,,,
0.33,2179,0.7861146666666667,73,120200,1.3,160414,,,
0.59,2181,0.7859306666666668,73,120300,1.38,160552,,,
0.47,2183,0.7857479999999999,73,120400,1.37,160689,,,
0.48,2185,0.7855693333333333,73,120500,1.34,160823,,,
0.42,2186,0.7853946666666667,73,120600,1.31,160954,,,
0.37,2188,0.7852226666666666,73,120700,1.29,161083,,,
0.69,2190,0.7850239999999999,73,120800,1.49,161232,,,
0.34,2192,0.7848533333333334,73,120900,1.28,161360,,,
0.44,2194,0.784672,73,121000,1.36,161496,,,
0.33,2196,0.7845026666666666,73,121100,1.27,161623,,,
0.41,2197,0.7843253333333333,73,121200,1.33,161756,,,
0.42,2199,0.7841506666666667,73,121300,1.31,161887,,,
0.39,2201,0.7839773333333333,73,121400,1.3,162017,,,
0.35,2203,0.7838080000000001,73,121500,1.27,162144,,,
0.42,2205,0.7836293333333333,73,121600,1.34,162278,,,
0.33,2206,0.7834613333333333,73,121700,1.26,162404,,,
0.4,2208,0.7832840000000001,73,121800,1.33,162537,,,
0.43,2210,0.7831026666666667,73,121900,1.36,162673,,,
0.4,2212,0.7829266666666665,73,122000,1.32,162805,,,
0.41,2214,0.7827546666666667,73,122100,1.29,162934,,,
0.69,2215,0.7825599999999999,73,122200,1.46,163080,,,
0.26,2217,0.7823933333333333,73,122300,1.25,163205,,,
0.48,2219,0.7822133333333334,73,122400,1.35,163340,,,
0.22,2221,0.7820506666666667,73,122500,1.22,163462,,,
0.53,2223,0.7818653333333334,73,122600,1.39,163601,,,
0.3,2224,0.7817013333333334,73,122700,1.23,163724,,,
0.32,2226,0.7815306666666666,73,122800,1.28,163852,,,
0.43,2228,0.78136,73,122900,1.28,163980,,,
0.54,2230,0.7811733333333333,73,123000,1.4,164120,,,
0.44,2232,0.7809973333333333,73,123100,1.32,164252,,,
0.43,2233,0.7808200000000001,73,123200,1.33,164385,,,
0.37,2235,0.7806493333333333,73,123300,1.28,164513,,,
0.69,2237,0.7804546666666667,73,123400,1.46,164659,,,
0.36,2239,0.7802826666666667,73,123500,1.29,164788,,,
0.38,2241,0.7801093333333333,73,123600,1.3,164918,,,
0.62,2242,0.7799186666666666,73,123700,1.43,165061,,,
0.42,2244,0.7797399999999999,73,123800,1.34,165195,,,
0.49,2246,0.7795573333333334,73,123900,1.37,165332,,,
0.41,2248,0.7793786666666667,73,124000,1.34,165466,,,
0.48,2250,0.779196,73,124100,1.37,165603,,,
0.45,2252,0.7790213333333333,73,124200,1.31,165734,,,
0.41,2253,0.7788440000000001,73,124300,1.33,165867,,,
0.51,2255,0.7786613333333334,73,124400,1.37,166004,,,
0.3,2257,0.7784946666666666,73,124500,1.25,166129,,,
0.68,2259,0.7783013333333333,73,124600,1.45,166274,,,
0.43,2261,0.778124,73,124700,1.33,166407,,,
0.45,2263,0.7779466666666668,73,124800,1.33,166540,,,
0.3,2265,0.7777786666666666,73,124900,1.26,166666,,,
0.38,2266,0.7776013333333334,73,125000,1.33,166799,,,
0.45,2268,0.7774186666666667,73,125100,1.37,166936,,,
0.5,2270,0.7772399999999999,73,125200,1.34,167070,,,
0.55,2272,0.7770546666666667,73,125300,1.39,167209,,,
0.45,2274,0.7768773333333334,73,125400,1.33,167342,,,
0.5,2275,0.7766906666666666,73,125500,1.4,167482,,,
0.45,2277,0.7765106666666666,73,125600,1.35,167617,,,
0.56,2279,0.7763213333333334,73,125700,1.42,167759,,,
0.42,2281,0.7761493333333334,73,125800,1.29,167888,,,
0.36,2283,0.7759746666666667,73,125900,1.31,168019,,,
0.38,2284,0.7758013333333333,73,126000,1.3,168149,,,
0.44,2286,0.7756213333333333,73,126100,1.35,168284,,,
0.48,2288,0.7754413333333334,73,126200,1.35,168419,,,
0.44,2290,0.7752613333333334,73,126300,1.35,168554,,,
0.3,2292,0.7750973333333333,73,126400,1.23,168677,,,
0.33,2294,0.774932,73,126500,1.24,168801,,,
0.39,2296,0.7747626666666667,73,126600,1.27,168928,,,
0.42,2298,0.774588,73,126700,1.31,169059,,,
0.53,2300,0.7744026666666666,73,126800,1.39,169198,,,
0.38,2302,0.7742253333333333,73,126900,1.33,169331,,,
0.37,2304,0.7740493333333334,73,127000,1.32,169463,,,
0.5,2306,0.7738693333333333,73,127100,1.35,169598,,,
0.42,2307,0.7736946666666666,73,127200,1.31,169729,,,
0.5,2309,0.7735106666666667,73,127300,1.38,169867,,,
0.41,2311,0.7733346666666667,73,127400,1.32,169999,,,
0.61,2313,0.7731399999999999,73,127500,1.46,170145,,,
0.66,2315,0.7729493333333333,73,127600,1.43,170288,,,
0.7,2317,0.772764,73,127700,1.39,170427,,,
0.32,2319,0.7725933333333332,73,127800,1.28,170555,,,
0.38,2320,0.7724186666666666,73,127900,1.31,170686,,,
0.4,2322,0.7722439999999999,73,128000,1.31,170817,,,
0.39,2324,0.7720666666666667,73,128100,1.33,170950,,,
0.46,2326,0.7718826666666667,73,128200,1.38,171088,,,
0.47,2328,0.7717026666666666,73,128300,1.35,171223,,,
0.39,2329,0.7715266666666667,73,128400,1.32,171355,,,
0.44,2331,0.7713453333333333,73,128500,1.36,171491,,,
0.61,2333,0.7711533333333334,73,128600,1.44,171635,,,
0.31,2335,0.7709813333333333,73,128700,1.29,171764,,,
0.46,2337,0.7708106666666668,73,128800,1.28,171892,,,
0.39,2338,0.7706346666666666,73,128900,1.32,172024,,,
0.63,2340,0.7704453333333334,73,129000,1.42,172166,,,
0.38,2342,0.7702693333333333,73,129100,1.32,172298,,,
0.46,2344,0.7700866666666666,73,129200,1.37,172435,,,
0.56,2346,0.7698973333333332,73,129300,1.42,172577,,,
0.31,2347,0.7697266666666667,73,129400,1.28,172705,,,
0.48,2349,0.769544,73,129500,1.37,172842,,,
0.29,2351,0.7693773333333334,73,129600,1.25,172967,,,
0.51,2353,0.7691973333333333,73,129700,1.35,173102,,,
0.49,2355,0.7690146666666666,73,129800,1.37,173239,,,
0.48,2357,0.7688333333333333,73,129900,1.36,173375,,,
0.56,2358,0.7686453333333334,73,130000,1.41,173516,,,
0.38,2360,0.7684733333333333,73,130100,1.29,173645,,,
0.58,2362,0.7682853333333333,73,130200,1.41,173786,,,
0.45,2364,0.7681066666666667,73,130300,1.34,173920,,,
0.36,2366,0.7679346666666667,73,130400,1.29,174049,,,
0.45,2368,0.7677586666666667,73,130500,1.32,174181,,,
0.26,2370,0.7675946666666666,73,130600,1.23,174304,,,
0.56,2372,0.7674093333333334,73,130700,1.39,174443,,,
0.54,2373,0.7672226666666666,73,130800,1.4,174583,,,
0.49,2375,0.7670399999999999,73,130900,1.37,174720,,,
0.56,2377,0.7668520000000001,73,131000,1.41,174861,,,
0.46,2379,0.7666733333333333,73,131100,1.34,174995,,,
0.37,2381,0.7665013333333333,73,131200,1.29,175124,,,
0.58,2383,0.7663133333333334,73,131300,1.41,175265,,,
0.32,2385,0.7661453333333332,73,131400,1.26,175391,,,
0.36,2387,0.765968,73,131500,1.33,175524,,,
0.44,2388,0.7657879999999999,73,131600,1.35,175659,,,
0.54,2390,0.7656053333333332,73,131700,1.37,175796,,,
0.51,2392,0.7654226666666666,73,131800,1.37,175933,,,
0.41,2394,0.7652479999999999,73,131900,1.31,176064,,,
0.5,2396,0.7650653333333333,73,132000,1.37,176201,,,
0.4,2398,0.7648893333333333,73,132100,1.32,176333,,,
0.48,2400,0.7647079999999999,73,132200,1.36,176469,,,
0.3,2401,0.7645426666666666,73,132300,1.24,176593,,,
0.39,2403,0.7643653333333333,73,132400,1.33,176726,,,
0.46,2405,0.764184,73,132500,1.36,176862,,,
0.58,2407,0.764,73,132600,1.38,177000,,,
0.2,2409,0.7638453333333333,73,132700,1.16,177116,,,
0.35,2411,0.7636719999999999,73,132800,1.3,177246,,,
0.24,2413,0.7635093333333334,73,132900,1.22,177368,,,
0.3,2415,0.7633413333333334,73,133000,1.26,177494,,,
0.33,2416,0.763172,73,133100,1.27,177621,,,
0.62,2418,0.7629826666666666,73,133200,1.42,177763,,,
0.35,2420,0.7628053333333333,73,133300,1.33,177896,,,
0.54,2422,0.7626186666666666,73,133400,1.4,178036,,,
0.38,2423,0.7624453333333334,73,133500,1.3,178166,,,
0.42,2425,0.7622666666666666,73,133600,1.34,178300,,,
0.49,2427,0.762084,73,133700,1.37,178437,,,
0.51,2429,0.7618986666666667,73,133800,1.39,178576,,,
0.4,2431,0.7617226666666665,73,133900,1.32,178708,,,
0.61,2432,0.7615373333333333,73,134000,1.39,178847,,,
0.64,2434,0.7613506666666667,73,134100,1.4,178987,,,
0.25,2436,0.7611866666666667,73,134200,1.23,179110,,,
0.33,2437,0.7610186666666667,73,134300,1.26,179236,,,
0.55,2439,0.7608293333333334,73,134400,1.42,179378,,,
0.42,2441,0.7606519999999999,73,134500,1.33,179511,,,
0.38,2443,0.7604813333333333,73,134600,1.28,179639,,,
0.52,2444,0.7602946666666668,73,134700,1.4,179779,,,
0.24,2446,0.760132,73,134800,1.22,179901,,,
0.43,2448,0.759952,73,134900,1.35,180036,,,
0.47,2450,0.7597693333333333,73,135000,1.37,180173,,,
0.4,2451,0.7595933333333333,73,135100,1.32,180305,,,
0.28,2453,0.759428,73,135200,1.24,180429,,,
0.42,2455,0.7592546666666666,73,135300,1.3,180559,,,
0.42,2457,0.75908,73,135400,1.31,180690,,,
0.63,2459,0.7588973333333333,73,135500,1.37,180827,,,
0.5,2460,0.7587173333333332,73,135600,1.35,180962,,,
0.31,2462,0.7585506666666666,73,135700,1.25,181087,,,
0.49,2464,0.7583679999999999,73,135800,1.37,181224,,,
0.27,2466,0.7582066666666667,73,135900,1.21,181345,,,
0.41,2468,0.758032,73,136000,1.31,181476,,,
0.43,2470,0.7578533333333333,73,136100,1.34,181610,,,
0.48,2471,0.7576786666666666,73,136200,1.31,181741,,,
0.39,2473,0.757504,73,136300,1.31,181872,,,
0.33,2475,0.7573346666666667,73,136400,1.27,181999,,,
0.49,2477,0.7571586666666668,73,136500,1.32,182131,,,
0.58,2479,0.7569733333333333,73,136600,1.39,182270,,,
0.39,2481,0.756804,73,136700,1.27,182397,,,
0.4,2482,0.7566280000000001,73,136800,1.32,182529,,,
0.38,2484,0.7564519999999999,73,136900,1.32,182661,,,
0.48,2486,0.7562693333333332,73,137000,1.37,182798,,,
0.2,2488,0.7561119999999999,73,137100,1.18,182916,,,
0.44,2490,0.7559386666666668,73,137200,1.3,183046,,,
0.49,2491,0.7557560000000001,73,137300,1.37,183183,,,
0.57,2493,0.755568,73,137400,1.41,183324,,,
0.3,2495,0.7554080000000001,73,137500,1.2,183444,,,
0.19,2497,0.755252,73,137600,1.17,183561,,,
0.2,2499,0.7550933333333334,73,137700,1.19,183680,,,
0.55,2501,0.7549053333333333,73,137800,1.41,183821,,,
0.41,2502,0.7547280000000001,73,137900,1.33,183954,,,
0.63,2504,0.7545426666666666,73,138000,1.39,184093,,,
0.31,2506,0.7543773333333332,73,138100,1.24,184217,,,
0.31,2508,0.7542093333333333,73,138200,1.26,184343,,,
0.44,2510,0.7540293333333334,73,138300,1.35,184478,,,
0.39,2512,0.7538533333333333,73,138400,1.32,184610,,,
0.42,2514,0.7536866666666666,73,138500,1.25,184735,,,
0.53,2516,0.7535013333333334,73,138600,1.39,184874,,,
0.37,2518,0.7533319999999999,73,138700,1.27,185001,,,
0.33,2520,0.753164,73,138800,1.26,185127,,,
0.56,2521,0.7529786666666667,73,138900,1.39,185266,,,
0.61,2523,0.75278,73,139000,1.49,185415,,,
0.67,2525,0.7525853333333332,73,139100,1.46,185561,,,
0.44,2527,0.7524053333333334,73,139200,1.35,185696,,,
0.47,2529,0.7522280000000001,73,139300,1.33,185829,,,
0.34,2531,0.7520626666666668,73,139400,1.24,185953,,,
0.39,2532,0.751884,73,139500,1.34,186087,,,
0.54,2534,0.7517,73,139600,1.38,186225,,,
0.65,2536,0.7515146666666666,73,139700,1.39,186364,,,
0.64,2538,0.7513160000000001,73,139800,1.49,186513,,,
0.46,2540,0.751136,73,139900,1.35,186648,,,
0.48,2542,0.7509586666666666,73,140000,1.33,186781,,,
0.35,2544,0.7507826666666666,73,140100,1.32,186913,,,
0.44,2545,0.7506026666666668,73,140200,1.35,187048,,,
0.56,2547,0.750416,73,140300,1.4,187188,,,
0.64,2549,0.7502253333333333,73,140400,1.43,187331,,,
0.47,2551,0.7500453333333335,73,140500,1.35,187466,,,
0.27,2553,0.7498773333333333,73,140600,1.26,187592,,,
0.35,2554,0.7497053333333334,73,140700,1.29,187721,,,
0.29,2556,0.7495426666666667,73,140800,1.22,187843,,,
0.53,2558,0.7493586666666667,73,140900,1.38,187981,,,
0.61,2560,0.7491680000000001,73,141000,1.43,188124,,,
0.4,2562,0.7489919999999999,73,141100,1.32,188256,,,
0.54,2563,0.748804,73,141200,1.41,188397,,,
0.46,2565,0.7486280000000001,73,141300,1.32,188529,,,
0.49,2567,0.748448,73,141400,1.35,188664,,,
0.36,2569,0.7482733333333333,73,141500,1.31,188795,,,
0.31,2571,0.7481053333333334,73,141600,1.26,188921,,,
0.39,2572,0.7479306666666667,73,141700,1.31,189052,,,
0.35,2574,0.7477586666666667,73,141800,1.29,189181,,,
0.63,2576,0.747568,73,141900,1.43,189324,,,
0.39,2578,0.7473946666666667,73,142000,1.3,189454,,,
0.41,2580,0.7472226666666666,73,142100,1.29,189583,,,
0.41,2581,0.7470479999999999,73,142200,1.31,189714,,,
0.63,2583,0.7468586666666668,73,142300,1.42,189856,,,
0.69,2585,0.7466680000000001,73,142400,1.43,189999,,,
0.45,2587,0.7464893333333333,73,142500,1.34,190133,,,
0.51,2589,0.7463040000000001,73,142600,1.39,190272,,,
0.39,2591,0.7461280000000001,73,142700,1.32,190404,,,
0.37,2593,0.7459573333333334,73,142800,1.28,190532,,,
0.4,2594,0.7457813333333334,73,142900,1.32,190664,,,
0.29,2596,0.7456160000000001,73,143000,1.24,190788,,,
0.43,2598,0.7454399999999999,73,143100,1.32,190920,,,
0.56,2600,0.7452559999999999,73,143200,1.38,191058,,,
0.49,2602,0.7450746666666666,73,143300,1.36,191194,,,
0.47,2604,0.7448920000000001,73,143400,1.37,191331,,,
0.42,2606,0.7447159999999999,73,143500,1.32,191463,,,
0.42,2608,0.7445360000000001,73,143600,1.35,191598,,,
0.26,2610,0.7443733333333333,73,143700,1.22,191720,,,
0.54,2612,0.7441880000000001,73,143800,1.39,191859,,,
0.48,2614,0.744008,73,143900,1.35,191994,,,
0.51,2616,0.7438226666666667,73,144000,1.39,192133,,,
0.19,2618,0.7436653333333334,73,144100,1.18,192251,,,
0.36,2620,0.7434933333333333,73,144200,1.29,192380,,,
0.62,2622,0.743304,73,144300,1.42,192522,,,
0.46,2624,0.7431320000000001,73,144400,1.29,192651,,,
0.43,2626,0.7429546666666667,73,144500,1.33,192784,,,
0.33,2628,0.7427866666666667,73,144600,1.26,192910,,,
0.45,2630,0.7426066666666666,73,144700,1.35,193045,,,
0.3,2632,0.74244,73,144800,1.25,193170,,,
0.29,2634,0.7422746666666666,73,144900,1.24,193294,,,
0.55,2635,0.7420933333333333,73,145000,1.36,193430,,,
0.48,2637,0.7419186666666666,73,145100,1.31,193561,,,
0.58,2639,0.7417346666666667,73,145200,1.38,193699,,,
0.5,2641,0.7415466666666668,73,145300,1.41,193840,,,
